Y, X, Best RMSE Model Name, Best MAE Model Name, New Model Best RMSE Value, New Model Best MAE Value, Old Model Best RMSE Value, Old Model Best MAE Value, Cumulative Accuracy RMSE, Cumulative Accuracy MAE,Difference of RMSE,Difference of MAE,,,,
1,69, LR, LR,0,0,3.003750449,0.977904901,94.20289855,97.10144928,3.003750449,0.977904901,,,,
1,70, LR, LR,0,0,5.837247861,2.218776478,94.28571429,97.14285714,5.837247861,2.218776478,,,,
1,71, LR, LR,0,0,2.614467435,1.327151637,94.36619718,97.18309859,2.614467435,1.327151637,,,,
1,72, LR, LR,0,0,0.783889313,0.321797265,94.44444444,97.22222222,0.783889313,0.321797265,,,,
1,73, LR, LR,0,0,0.806946895,0.29940335,94.52054795,97.26027397,0.806946895,0.29940335,,,,
1,74, LR, LR,0,0,1.872073396,0.703825606,94.59459459,97.2972973,1.872073396,0.703825606,,,,
1,75, LR, LR,0,0,4.089569164,1.44495955,94.66666667,97.33333333,4.089569164,1.44495955,,,,
1,76, LR, LR,0,0,5.71896418,1.667570461,94.73684211,97.36842105,5.71896418,1.667570461,,,,
1,77, LR, LR,0,0,4.055995137,1.075599988,94.80519481,97.4025974,4.055995137,1.075599988,,,,
1,78, LR, LR,0,0,2.76534724,1.037100012,94.87179487,97.43589744,2.76534724,1.037100012,,,,
1,79, LR, LR,0,0,1.369772495,0.571947098,94.93670886,97.46835443,1.369772495,0.571947098,,,,
1,80, LR, LR,0,0,1.771874096,0.999809384,95,97.5,1.771874096,0.999809384,,,,
1,81, LR, LR,0,0,6.392123471,2.287160165,95.0617284,97.5308642,6.392123471,2.287160165,,,,
1,82, RF, RF,0,0,10.02462331,4.171718597,95.12195122,97.56097561,10.02462331,4.171718597,,,,
1,83, KNN, KNN,0,0,142.7696332,22.81733842,95.18072289,97.59036145,142.7696332,22.81733842,,,,
1,84, SVR, SVR,3.078210292,0.501025831,119.8400953,20.63187866,95.23809524,97.61904762,116.761885,20.13085283,,,,
1,85, SVR, SVR,16.48770318,3.282195277,111.5350663,28.21346407,95.29411765,97.64705882,95.04736316,24.93126879,,,,
1,86, NN, SVR,91.88316601,16.73119021,264.1552734,110.3813232,95.34883721,97.6744186,172.2721074,93.65013303,,,,
1,87, RF, SVR,201.5255515,65.01282233,159.5635139,55.47185253,94.25287356,96.55172414,-41.96203755,-9.540969796,,,,
1,88, LR, SVR,120.2454616,28.36212511,190.0267632,59.47992492,94.31818182,96.59090909,69.78130163,31.11779981,,,,
1,89, NN, SVR,101.0458944,19.87569055,285.0447934,65.35821115,94.38202247,96.62921348,183.998899,45.48252061,,,,
1,90, NN, SVR,49.87450434,10.91456955,342.9377533,74.63352865,94.44444444,96.66666667,293.063249,63.7189591,,,,
1,91, KNN, SVR,522.8976864,96.18597806,424.6740494,96.64964313,93.40659341,96.7032967,-98.22363705,0.463665071,,,,
1,92, SVR, SVR,12.05824595,2.781790163,490.506905,120.2831061,93.47826087,96.73913043,478.448659,117.5013159,,,,
1,93, KNN, SVR,140.6825584,31.65677844,471.617479,113.0524816,93.5483871,96.77419355,330.9349206,81.39570318,,,,
1,94, KNN, SVR,235.2091921,37.08518777,297.2664274,82.02836619,93.61702128,96.80851064,62.05723534,44.94317842,,,,
1,95, KNN, SVR,153.4280765,25.45995737,296.2123059,101.1160714,93.68421053,96.84210526,142.7842294,75.65611406,,,,
1,96, RF, SVR,131.4639258,32.60910201,367.43462,94.44955729,93.75,96.875,235.9706942,61.84045528,,,,
1,97, NN, SVR,114.9990112,31.6966543,349.5175981,107.4001878,93.81443299,96.90721649,234.5185869,75.70353354,,,,
1,98, SVR, SVR,8.932265312,1.966260918,249.8103939,77.75334439,93.87755102,96.93877551,240.8781285,75.78708347,,,,
1,99, RF, KNN,5.09527737,0.764548101,291.7775359,81.29665305,93.93939394,96.96969697,286.6822585,80.53210495,,,,
1,100, LR, LR,0.098489966,0.012715,281.6441377,110.0848477,94,97,281.5456477,110.0721327,,,,
1,101, LR, LR,0,0,432.800511,132.1677112,94.05940594,97.02970297,432.800511,132.1677112,,,,
1,102, LR, LR,0,0,349.538657,84.34352312,94.11764706,97.05882353,349.538657,84.34352312,,,,
1,103, LR, LR,0,0,390.0541658,137.9149423,94.17475728,97.08737864,390.0541658,137.9149423,,,,
1,104, LR, LR,0,0,454.6402649,150.2290963,94.23076923,97.11538462,454.6402649,150.2290963,,,,
1,105, LR, LR,0,0,551.9386649,138.9794364,94.28571429,97.14285714,551.9386649,138.9794364,,,,
1,106, LR, LR,0,0,324.608817,81.82687953,94.33962264,97.16981132,324.608817,81.82687953,,,,
1,107, LR, LR,0,0,185.6833533,63.33565463,94.39252336,97.19626168,185.6833533,63.33565463,,,,
1,108, LR, LR,0,0,178.6750872,61.67269086,94.44444444,97.22222222,178.6750872,61.67269086,,,,
1,109, LR, LR,0,0,200.9272037,54.23084513,94.49541284,97.24770642,200.9272037,54.23084513,,,,
1,110, LR, LR,0,0,36.46937762,9.939861919,94.54545455,97.27272727,36.46937762,9.939861919,,,,
2,1, LR, LR,0,0,0.752918795,0.418816233,94.59459459,97.2972973,0.752918795,0.418816233,,,,
2,2, LR, LR,0,0,0.841543278,0.434960217,94.64285714,97.32142857,0.841543278,0.434960217,,,,
2,3, LR, LR,0,0,0.873034827,0.445307592,94.69026549,97.34513274,0.873034827,0.445307592,,,,
2,4, LR, LR,0,0,1.071654954,0.486522154,94.73684211,97.36842105,1.071654954,0.486522154,,,,
2,5, LR, LR,0,0,0.92508511,0.540055356,94.7826087,97.39130435,0.92508511,0.540055356,,,,
2,6, LR, LR,0,0,0.648275668,0.381543925,94.82758621,97.4137931,0.648275668,0.381543925,,,,
2,7, LR, LR,0,0,0.819118344,0.426864834,94.87179487,97.43589744,0.819118344,0.426864834,,,,
2,8, LR, LR,0,0,0.900148103,0.433056764,94.91525424,97.45762712,0.900148103,0.433056764,,,,
2,9, LR, LR,0,0,1.23839025,0.442495209,94.95798319,97.4789916,1.23839025,0.442495209,,,,
2,10, LR, LR,0,0,1.034078464,0.496081786,95,97.5,1.034078464,0.496081786,,,,
2,11, LR, LR,0,0,1.125428585,0.502502874,95.04132231,97.52066116,1.125428585,0.502502874,,,,
2,12, LR, LR,0,0,1.877027104,0.745440338,95.08196721,97.54098361,1.877027104,0.745440338,,,,
2,13, LR, LR,0,0,1.344775378,0.47475121,95.12195122,97.56097561,1.344775378,0.47475121,,,,
2,14, LR, LR,0,0,0.578684626,0.179935601,95.16129032,97.58064516,0.578684626,0.179935601,,,,
2,15, LR, LR,0,0,0.373484681,0.103788295,95.2,97.6,0.373484681,0.103788295,,,,
2,16, LR, LR,0,0,0.372037686,0.138785538,95.23809524,97.61904762,0.372037686,0.138785538,,,,
2,17, LR, LR,0,0,0.3646322,0.140738583,95.27559055,97.63779528,0.3646322,0.140738583,,,,
2,18, LR, LR,0,0,0.236121206,0.090666667,95.3125,97.65625,0.236121206,0.090666667,,,,
2,19, LR, LR,0,0,0.290835434,0.115899992,95.34883721,97.6744186,0.290835434,0.115899992,,,,
2,20, LR, LR,0,0,0.241437861,0.118224136,95.38461538,97.69230769,0.241437861,0.118224136,,,,
2,21, LR, LR,0,0,0.392046692,0.193169227,95.41984733,97.70992366,0.392046692,0.193169227,,,,
2,22, LR, LR,0,0,0.945527173,0.371752774,95.45454545,97.72727273,0.945527173,0.371752774,,,,
2,23, LR, LR,0,0,0.332021805,0.091300002,95.4887218,97.7443609,0.332021805,0.091300002,,,,
2,24, LR, LR,0,0,0.33053027,0.152831432,95.52238806,97.76119403,0.33053027,0.152831432,,,,
2,25, LR, LR,0,0,0.880002175,0.319398288,95.55555556,97.77777778,0.880002175,0.319398288,,,,
2,26, LR, LR,0,0,1.502671034,0.603073167,95.58823529,97.79411765,1.502671034,0.603073167,,,,
2,27, LR, LR,0,0,0.599459242,0.201958825,95.62043796,97.81021898,0.599459242,0.201958825,,,,
2,28, LR, LR,0,0,1.235419567,0.462699996,95.65217391,97.82608696,1.235419567,0.462699996,,,,
2,29, LR, LR,0,0,2.735036724,0.943773724,95.68345324,97.84172662,2.735036724,0.943773724,,,,
2,30, LR, LR,0,0,4.044864895,1.32805509,95.71428571,97.85714286,4.044864895,1.32805509,,,,
2,31, LR, LR,0,0,0.442551506,0.189248282,95.74468085,97.87234043,0.442551506,0.189248282,,,,
2,32, LR, LR,0,0,5.605501299,1.928915534,95.77464789,97.88732394,5.605501299,1.928915534,,,,
2,33, LR, LR,0,0,10.43473597,2.468382628,95.8041958,97.9020979,10.43473597,2.468382628,,,,
2,34, LR, LR,0,0,6.114974244,2.150862455,95.83333333,97.91666667,6.114974244,2.150862455,,,,
2,35, LR, LR,0,0,59.39653275,17.60559993,95.86206897,97.93103448,59.39653275,17.60559993,,,,
2,36, LR, LR,0,0,162.1809026,48.45326676,95.89041096,97.94520548,162.1809026,48.45326676,,,,
2,37, LR, LR,0,0,162.3174418,49.79074331,95.91836735,97.95918367,162.3174418,49.79074331,,,,
2,38, LR, LR,0,0,112.8597027,44.56518264,95.94594595,97.97297297,112.8597027,44.56518264,,,,
2,39, LR, LR,0,0,93.35812856,32.69929548,95.97315436,97.98657718,93.35812856,32.69929548,,,,
2,40, LR, LR,0,0,101.529578,43.32103271,96,98,101.529578,43.32103271,,,,
2,41, LR, LR,0,0,154.8522355,49.68175099,96.02649007,98.01324503,154.8522355,49.68175099,,,,
2,42, LR, LR,0,0,112.8881132,38.48602876,96.05263158,98.02631579,112.8881132,38.48602876,,,,
2,43, LR, LR,0,0,140.0672213,45.78875248,96.07843137,98.03921569,140.0672213,45.78875248,,,,
2,44, LR, LR,0,0,168.4510209,49.72882603,96.1038961,98.05194805,168.4510209,49.72882603,,,,
2,45, LR, LR,0,0,255.802528,86.76265462,96.12903226,98.06451613,255.802528,86.76265462,,,,
2,46, LR, LR,0,0,400.3157984,144.6725361,96.15384615,98.07692308,400.3157984,144.6725361,,,,
2,47, RF, KNN,2.6178286,0.806161191,529.200607,193.9757004,96.17834395,98.08917197,526.5827784,193.1695392,,,,
2,48, KNN, SVR,168.8518869,42.70000111,740.4565227,192.6362399,96.20253165,98.10126582,571.6046359,149.9362388,,,,
2,49, RF, RF,254.6003025,86.59060973,545.9409644,188.2411802,96.22641509,98.11320755,291.3406619,101.6505705,,,,
2,50, KNN, KNN,315.7051831,135.38151,632.9565443,294.3319547,96.25,98.125,317.2513612,158.9504447,,,,
2,51, KNN, SVR,381.0358958,158.3936594,564.4871013,273.5467529,96.27329193,98.13664596,183.4512055,115.1530935,,,,
2,52, KNN, KNN,343.5843603,177.5068427,550.6310534,208.9536689,96.2962963,98.14814815,207.0466931,31.44682619,,,,
2,53, NN, SVR,113.2103144,37.22254976,330.8801431,120.2413969,96.3190184,98.1595092,217.6698287,83.01884719,,,,
2,54, LR, RF,758.3996194,179.4221335,504.1151096,112.3475922,95.73170732,97.56097561,-254.2845098,-67.07454131,,,,
2,55, KNN, KNN,91.57616945,40.63173175,266.9344068,87.54295778,95.75757576,97.57575758,175.3582373,46.91122603,,,,
2,56, KNN, SVR,238.5097657,65.55311493,320.2836888,94.09889573,95.78313253,97.59036145,81.77392307,28.54578081,,,,
2,57, LR, LR,400.5424026,101.0341461,344.8426632,87.89870587,95.20958084,97.00598802,-55.69973944,-13.13544018,,,,
2,58, NN, SVR,60.6016264,10.5910342,368.0403365,81.79219862,95.23809524,97.02380952,307.4387101,71.20116441,,,,
2,59, RF, RF,131.2075718,34.59327082,458.841954,76.91216645,95.26627219,97.04142012,327.6343823,42.31889563,,,,
2,60, KNN, SVR,97.98930386,25.38087667,185.9497726,44.98502265,95.29411765,97.05882353,87.96046871,19.60414598,,,,
2,61, LR, SVR,138.5684922,29.61770204,104.832738,29.61870152,94.73684211,97.07602339,-33.7357542,0.000999481,,,,
2,62, NN, SVR,35.81586025,6.922712153,90.82965344,26.30466309,94.76744186,97.09302326,55.01379318,19.38195093,,,,
2,63, LR, SVR,59.34698659,10.95765723,57.99083645,15.81896367,94.21965318,97.10982659,-1.356150145,4.86130644,,,,
2,64, KNN, SVR,4.569992417,0.744168838,14.34903112,5.12420026,94.25287356,97.12643678,9.779038701,4.380031422,,,,
2,65, LR, LR,0,0,4.202425529,1.445509093,94.28571429,97.14285714,4.202425529,1.445509093,,,,
2,66, LR, LR,0,0,2.995440867,0.784212802,94.31818182,97.15909091,2.995440867,0.784212802,,,,
2,67, LR, LR,0,0,3.315517831,1.28725001,94.35028249,97.17514124,3.315517831,1.28725001,,,,
2,68, LR, LR,0,0,3.560688793,1.005005146,94.38202247,97.19101124,3.560688793,1.005005146,,,,
2,69, LR, LR,0,0,5.285057366,1.565964699,94.41340782,97.20670391,5.285057366,1.565964699,,,,
2,70, LR, LR,0,0,8.051687037,2.454946447,94.44444444,97.22222222,8.051687037,2.454946447,,,,
2,71, LR, LR,0,0,8.71671234,2.394533475,94.47513812,97.23756906,8.71671234,2.394533475,,,,
2,72, LR, LR,0,0,5.485340349,1.707716624,94.50549451,97.25274725,5.485340349,1.707716624,,,,
2,73, LR, LR,0,0,2.056452888,0.822062174,94.53551913,97.26775956,2.056452888,0.822062174,,,,
2,74, LR, LR,0,0,1.657158369,0.767678774,94.56521739,97.2826087,1.657158369,0.767678774,,,,
2,75, LR, LR,0,0,2.161535972,0.690503822,94.59459459,97.2972973,2.161535972,0.690503822,,,,
2,76, LR, LR,0,0,3.211615958,1.157335319,94.62365591,97.31182796,3.211615958,1.157335319,,,,
2,77, LR, LR,0,0,2.999329537,1.214700018,94.65240642,97.32620321,2.999329537,1.214700018,,,,
2,78, LR, LR,0,0,5.114569982,1.975046507,94.68085106,97.34042553,5.114569982,1.975046507,,,,
2,79, LR, LR,0,0,11.44333158,4.090328163,94.70899471,97.35449735,11.44333158,4.090328163,,,,
2,80, LR, LR,0,0,8.639235257,3.11346817,94.73684211,97.36842105,8.639235257,3.11346817,,,,
2,81, RF, RF,0,0,12.24669509,4.312099922,94.76439791,97.38219895,12.24669509,4.312099922,,,,
2,82, KNN, KNN,0,0,57.78828755,13.39435539,94.79166667,97.39583333,57.78828755,13.39435539,,,,
2,83, LR, RF,143.8913665,18.58929443,175.7342352,34.8200617,94.81865285,97.40932642,31.84286868,16.23076727,,,,
2,84, NN, SVR,21.76123957,4.12819914,131.4214179,30.59911381,94.84536082,97.42268041,109.6601784,26.47091467,,,,
2,85, LR, SVR,103.2423245,27.66723143,288.7544814,101.1100609,94.87179487,97.43589744,185.5121569,73.44282949,,,,
2,86, NN, SVR,74.23784003,21.76852691,560.6506837,152.0082682,94.89795918,97.44897959,486.4128437,130.2397413,,,,
2,87, RF, SVR,219.1677952,51.50050595,300.8527921,91.86577486,94.92385787,97.46192893,81.68499695,40.36526891,,,,
2,88, KNN, KNN,134.9963184,54.44707808,286.8052318,79.98055111,94.94949495,97.47474747,151.8089133,25.53347303,,,,
2,89, NN, SVR,61.74821364,13.30754587,202.6086505,55.58549686,94.97487437,97.48743719,140.8604368,42.27795099,,,,
2,90, NN, SVR,166.3712214,28.13764802,301.4437673,92.01532866,95,97.5,135.0725459,63.87768064,,,,
2,91, RF, SVR,412.623282,66.71074861,474.6020309,142.9004934,95.02487562,97.51243781,61.9787489,76.18974481,,,,
2,92, LR, SVR,294.6315383,77.40417281,712.4914035,238.6815242,95.04950495,97.52475248,417.8598651,161.2773514,,,,
2,93, NN, SVR,168.6358318,39.72723443,953.7355329,289.0563802,95.07389163,97.53694581,785.0997011,249.3291458,,,,
2,94, KNN, SVR,522.966847,134.9310696,622.9701064,190.9674658,95.09803922,97.54901961,100.0032594,56.03639614,,,,
2,95, KNN, SVR,236.4498996,56.31057784,382.4037877,145.6677581,95.12195122,97.56097561,145.9538882,89.35718028,,,,
2,96, KNN, SVR,325.6527856,76.52071375,379.9241737,119.7054401,95.14563107,97.57281553,54.27138811,43.18472638,,,,
2,97, RF, RF,112.9153966,32.10715942,207.6096271,61.3824617,95.16908213,97.58454106,94.6942305,29.27530227,,,,
2,98, SVR, SVR,0.976283816,0.347290561,192.2194415,46.04868862,95.19230769,97.59615385,191.2431577,45.70139806,,,,
2,99, RF, SVR,12.02561281,1.698948136,356.3060482,74.50654179,95.215311,97.6076555,344.2804354,72.80759366,,,,
2,100, KNN, SVR,16.81049626,3.391772726,343.7850485,81.6923049,95.23809524,97.61904762,326.9745522,78.30053217,,,,
2,101, LR, LR,0,0,296.1344549,64.73304036,95.26066351,97.63033175,296.1344549,64.73304036,,,,
2,102, LR, LR,0,0,478.7220521,121.8086924,95.28301887,97.64150943,478.7220521,121.8086924,,,,
2,103, LR, LR,0,0,227.4201236,61.38470874,95.30516432,97.65258216,227.4201236,61.38470874,,,,
2,104, LR, LR,0,0,219.7702602,57.41283495,95.3271028,97.6635514,219.7702602,57.41283495,,,,
2,105, LR, LR,0,0,346.3608234,87.66913365,95.34883721,97.6744186,346.3608234,87.66913365,,,,
2,106, LR, LR,0,0,166.68228,45.85971337,95.37037037,97.68518519,166.68228,45.85971337,,,,
2,107, LR, LR,0,0,259.5816346,58.08068454,95.39170507,97.69585253,259.5816346,58.08068454,,,,
2,108, LR, LR,0,0,119.4527011,50.31427069,95.41284404,97.70642202,119.4527011,50.31427069,,,,
2,109, LR, LR,0,0,258.7170895,65.0243146,95.43378995,97.71689498,258.7170895,65.0243146,,,,
2,110, LR, LR,0,0,174.6550133,61.1184082,95.45454545,97.72727273,174.6550133,61.1184082,,,,
3,1, LR, LR,0,0,1.322929602,0.589152044,95.47511312,97.73755656,1.322929602,0.589152044,,,,
3,2, LR, LR,0,0,1.241912756,0.611899992,95.4954955,97.74774775,1.241912756,0.611899992,,,,
3,3, LR, LR,0,0,0.881546478,0.460193888,95.51569507,97.75784753,0.881546478,0.460193888,,,,
3,4, LR, LR,0,0,0.899668384,0.476030657,95.53571429,97.76785714,0.899668384,0.476030657,,,,
3,5, LR, LR,0,0,1.052286196,0.51658486,95.55555556,97.77777778,1.052286196,0.51658486,,,,
3,6, LR, LR,0,0,1.110878586,0.579275285,95.57522124,97.78761062,1.110878586,0.579275285,,,,
3,7, LR, LR,0,0,0.900126764,0.480452991,95.59471366,97.79735683,0.900126764,0.480452991,,,,
3,8, LR, LR,0,0,0.960754656,0.491758461,95.61403509,97.80701754,0.960754656,0.491758461,,,,
3,9, LR, LR,0,0,0.911703977,0.467133558,95.63318777,97.81659389,0.911703977,0.467133558,,,,
3,10, LR, LR,0,0,0.802569626,0.461225194,95.65217391,97.82608696,0.802569626,0.461225194,,,,
3,11, LR, LR,0,0,0.764831778,0.428674218,95.67099567,97.83549784,0.764831778,0.428674218,,,,
3,12, LR, LR,0,0,0.800207405,0.468658349,95.68965517,97.84482759,0.800207405,0.468658349,,,,
3,13, LR, LR,0,0,0.715404996,0.308335005,95.70815451,97.85407725,0.715404996,0.308335005,,,,
3,14, LR, LR,0,0,0.545376632,0.165096225,95.72649573,97.86324786,0.545376632,0.165096225,,,,
3,15, LR, LR,0,0,0.338095717,0.121496031,95.74468085,97.87234043,0.338095717,0.121496031,,,,
3,16, LR, LR,0,0,0.288792419,0.090624332,95.76271186,97.88135593,0.288792419,0.090624332,,,,
3,17, LR, LR,0,0,0.43222335,0.122951508,95.78059072,97.89029536,0.43222335,0.122951508,,,,
3,18, LR, LR,0,0,0.27310097,0.079873213,95.79831933,97.89915966,0.27310097,0.079873213,,,,
3,19, LR, LR,0,0,0.196493411,0.08072857,95.81589958,97.90794979,0.196493411,0.08072857,,,,
3,20, LR, LR,0,0,0.269810689,0.108622735,95.83333333,97.91666667,0.269810689,0.108622735,,,,
3,21, LR, LR,0,0,0.226610387,0.091313051,95.85062241,97.9253112,0.226610387,0.091313051,,,,
3,22, LR, LR,0,0,0.228422459,0.082297775,95.8677686,97.9338843,0.228422459,0.082297775,,,,
3,23, LR, LR,0,0,0.570963706,0.167223087,95.88477366,97.94238683,0.570963706,0.167223087,,,,
3,24, LR, LR,0,0,0.951069267,0.287377799,95.90163934,97.95081967,0.951069267,0.287377799,,,,
3,25, LR, LR,0,0,1.965590171,0.74364446,95.91836735,97.95918367,1.965590171,0.74364446,,,,
3,26, LR, LR,0,0,14.67469448,4.200364516,95.93495935,97.96747967,14.67469448,4.200364516,,,,
3,27, LR, LR,0,0,3.15095436,0.778873644,95.951417,97.9757085,3.15095436,0.778873644,,,,
3,28, LR, LR,0,0,0.854531621,0.346890472,95.96774194,97.98387097,0.854531621,0.346890472,,,,
3,29, LR, LR,0,0,1.04922136,0.409179326,95.98393574,97.99196787,1.04922136,0.409179326,,,,
3,30, LR, LR,0,0,3.897153001,1.145113923,96,98,3.897153001,1.145113923,,,,
3,31, LR, LR,0,0,2.443144442,0.784525902,96.01593625,98.00796813,2.443144442,0.784525902,,,,
